BHARTI AIRTEL LIMITED 

PAN India 

Call Details of Mobile No '9714499703' from '01-Jun-2025' to '05-Jun-2026' 

Target No,Call Type,TOC,B Party No,LRN No,LRN TSP-LSA,Date,Time,Dur(s),First CGI Lat/Long,First CGI,Last CGI Lat/Long,Last CGI,SMSC No,Service Type,IMEI,IMSI,Call Fow No,Roam Nw,SW & MSC ID,IN TG,OUT TG,Vowifi First UE IP,Port1,Vowifi Last UE IP,Port2
'9714499703',IN,Post,'8758237575',2728,AIR-GJ,'27/05/2026',10:23:10,22,21.2966927/72.8914986,404-98-8331-230711635,21.2966927/72.8914986,404-98-8331-230711635,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AD-AIRTEL-S',,-,'27/05/2026',10:24:28,0,21.2966927/72.8914986,404-98-8331-230711555,,---,'919831029607',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,,,,,
'9714499703',OUT,Post,'9714405744',3088,RJIL-GJ,'27/05/2026',10:25:35,70,21.2966927/72.8914986,404-98-8331-230711665,21.2966927/72.8914986,404-98-8331-230711555,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMT,Post,'JM-DCBBNK-S',,-,'27/05/2026',10:35:30,0,21.2966927/72.8914986,404-98-8331-230711560,,---,'917021075015',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,,,,,
'9714499703',SMT,Post,'JM-DCBBNK-S',,-,'27/05/2026',10:35:31,0,21.2966927/72.8914986,404-98-8331-230711560,,---,'917021075015',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,,,,,
'9714499703',OUT,Post,'8460515399',2728,AIR-GJ,'27/05/2026',11:05:09,16,21.291977/72.8779387,404-98-8331-241631334,21.291977/72.8779387,404-98-8331-241631314,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'27/05/2026',11:27:15,19,21.2905066/72.8943393,404-98-8331-232984148,21.2905066/72.8943393,404-98-8331-232984065,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8347865461',3088,RJIL-GJ,'27/05/2026',11:46:20,19,21.2312127/72.8926178,404-98-8307-241910375,21.2312127/72.8926178,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,10.55.253.48,,,,
'9714499703',OUT,Post,'8347865461',3088,RJIL-GJ,'27/05/2026',11:47:07,10,21.2312127/72.8926178,404-98-8307-241910373,21.2312127/72.8926178,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'27/05/2026',11:49:18,25,21.2312127/72.8926178,404-98-8307-241910373,21.2312127/72.8926178,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',OUT,Post,'8347865461',3088,RJIL-GJ,'27/05/2026',11:59:59,20,21.2116027/72.8642225,404-98-8245-233251686,21.2107673/72.8621514,404-98-8222-236513105,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc857.mcc405.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'27/05/2026',12:04:42,17,21.2085821/72.8666378,404-98-8245-232004967,21.2085821/72.8666378,404-98-8245-232004867,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMT,Post,'TH-Kredto-S',,-,'27/05/2026',12:25:50,0,21.2312127/72.8926178,404-98-8307-241910373,,---,'918414667503',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'27/05/2026',12:31:07,13,21.2312127/72.8926178,404-98-8307-241910278,21.2312127/72.8926178,404-98-8307-241910278,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMT,Post,'AX-TATAFT-P',,-,'27/05/2026',13:07:37,0,21.2312127/72.8926178,404-98-8307-241910373,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,,,,,
'9714499703',IN,Post,'8401382222',3576,AIR-GJ,'27/05/2026',13:23:29,73,21.2312127/72.8926178,404-98-8307-241910353,21.2312127/72.8926178,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMO,Post,'52263',,-,'27/05/2026',13:45:41,0,21.2312127/72.8926178,404-98-8307-241910273,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,,,,,
'9714499703',IN,Post,'08071353026',,-,'27/05/2026',13:50:06,3,21.2312127/72.8926178,404-98-8307-241910353,21.2312127/72.8926178,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',172.18.45.165,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AD-CANBNK-S',,-,'27/05/2026',14:15:06,0,21.2312127/72.8926178,404-98-8307-241910373,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'27/05/2026',14:43:24,29,21.2312127/72.8926178,404-98-8307-241910353,21.2312127/72.8926178,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'27/05/2026',15:03:31,18,21.1770539/72.9490381,404-98-8201-232035079,21.1721823/72.9578606,404-98-8201-236440579,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',IN,Post,'8128165664',3088,RJIL-GJ,'27/05/2026',15:29:29,38,21.2312127/72.8926178,404-98-8307-241910353,21.2312127/72.8926178,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'27/05/2026',15:33:07,57,21.2312127/72.8926178,404-98-8307-241910353,21.2312127/72.8926178,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'27/05/2026',15:38:43,18,21.2312127/72.8926178,404-98-8307-241910373,21.2312127/72.8926178,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'27/05/2026',15:39:11,21,21.2312127/72.8926178,404-98-8307-241910273,21.2312127/72.8926178,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'27/05/2026',15:47:48,31,21.2212096/72.8734305,404-98-8245-240683089,21.2201232/72.8756188,404-98-8245-242135379,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'112',,-,'27/05/2026',16:24:26,24,21.2050169/72.8432697,404-98-8248-234230887,21.2050169/72.8432697,404-98-8248-234230792,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMO,Post,'9249501327',3093,RJIL-KE,'27/05/2026',16:24:44,0,21.2050169/72.8432697,404-98-8248-234230792,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'27/05/2026',17:02:41,31,20.8730743/72.9404066,404-98-8131-231710210,20.8730743/72.9404066,404-98-8131-231710290,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'27/05/2026',17:51:11,48,20.3715393/72.9074958,404-98-8745-230512978,20.3715393/72.9074958,404-98-8745-230512978,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'27/05/2026',17:52:17,88,20.3715393/72.9074958,404-98-8745-230512978,20.3715393/72.9074958,404-98-8745-230512978,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081908',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8401382222',3576,AIR-GJ,'27/05/2026',20:17:55,4,19.2457808/73.1587813,404-92-4126-167929456,19.2457808/73.1587813,404-92-4126-167929346,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,10.5.62.209,,,,
'9714499703',IN,Post,'8401382222',3576,AIR-GJ,'27/05/2026',21:09:50,31,19.2805925/72.8573614,404-92-6137-206139425,19.2805925/72.8573614,404-92-6137-206139425,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8469010456',2728,AIR-GJ,'27/05/2026',21:16:45,42,19.2807515/72.8564576,404-92-6137-154041435,19.2805925/72.8573614,404-92-6137-231739415,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8469010456',2728,AIR-GJ,'27/05/2026',21:46:10,14,19.2953181/72.8591128,404-92-4213-231463282,19.2950848/72.8570577,404-92-4213-230453761,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8469010456',2728,AIR-GJ,'27/05/2026',21:47:42,43,19.2964363/72.8580467,404-92-4213-154156556,19.2964363/72.8580467,404-92-4213-154156556,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AD-AIRTEL-S',,-,'28/05/2026',10:11:53,0,19.2953181/72.8591128,404-92-4213-231463381,,---,'919890784018',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',SMT,Post,'AG-ARWGOV-S',,-,'28/05/2026',10:26:00,0,19.2953181/72.8591128,404-92-4213-231463381,,---,'919831029607',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',SMO,Post,'52263',,-,'28/05/2026',11:11:26,0,19.2953181/72.8591128,404-92-4213-231463171,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',IN,Post,'9023287065',3088,RJIL-GJ,'28/05/2026',12:13:28,102,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'07971533688',,-,'28/05/2026',13:22:27,3,19.2953181/72.8591128,404-92-4213-231463170,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'28/05/2026',13:35:52,41,19.2953181/72.8591128,404-92-4213-231463170,19.2953181/72.8591128,404-92-4213-231463221,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMT,Post,'AD-ARWINF-P',,-,'28/05/2026',14:22:04,0,19.2953181/72.8591128,404-92-4213-231463371,,---,'919890784018',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'28/05/2026',16:41:28,19,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'6355954801',3088,RJIL-GJ,'28/05/2026',17:04:30,474,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'28/05/2026',17:38:30,71,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'28/05/2026',18:27:25,61,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'28/05/2026',18:36:24,66,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JD-JIOPBL',,-,'28/05/2026',18:50:42,0,19.2953181/72.8591128,404-92-4213-231463170,,---,'917011075092',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',OUT,Post,'8264180002',4106,VODA-GJ,'28/05/2026',18:59:56,6,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463221,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'9714405744',3088,RJIL-GJ,'28/05/2026',19:06:12,27,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'28/05/2026',19:07:21,7,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMO,Post,'9946002247',3579,VODA-KE,'28/05/2026',19:53:50,0,19.2837942/72.8841986,404-92-4066-166436712,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',SMT,Post,'AD-CANBNK-S',,-,'28/05/2026',23:08:13,0,19.2769955/72.8893964,404-92-4066-153953627,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',IN,Post,'7202893740',3067,IDEA-GJ,'29/05/2026',10:57:04,80,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AD-CANBNK-S',,-,'29/05/2026',12:07:33,0,19.2953181/72.8591128,404-92-4213-231463371,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',IN,Post,'08071353064',,-,'29/05/2026',12:27:57,6,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMO,Post,'52263',,-,'29/05/2026',12:28:07,0,19.2953181/72.8591128,404-92-4213-231463171,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',IN,Post,'8401382222',3576,AIR-GJ,'29/05/2026',13:03:23,14,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081908',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8849998625',3088,RJIL-GJ,'29/05/2026',13:45:43,39,19.2953181/72.8591128,404-92-4213-231463281,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'29/05/2026',14:50:33,89,19.2953181/72.8591128,404-92-4213-231463221,19.2953181/72.8591128,404-92-4213-231463221,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8879987828',4107,VODA-MU,'29/05/2026',16:41:28,32,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',172.18.47.213,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'7202893740',3067,IDEA-GJ,'29/05/2026',17:26:41,38,19.2953181/72.8591128,404-92-4213-231463381,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMO,Post,'55757020',,-,'29/05/2026',17:45:30,0,19.2953181/72.8591128,404-92-4213-231463171,,---,'919892048351',SMS,'357404296207640','404980531580367',-,AIR MU,'9898081890',,,,,,
'9714499703',SMO,Post,'55757010',,-,'29/05/2026',17:48:55,0,19.2953181/72.8591128,404-92-4213-231463381,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081905',,,,,,
'9714499703',SMT,Post,'AD-Airtel-S',,-,'29/05/2026',18:20:32,0,19.2953181/72.8591128,404-92-4213-231463272,,---,'919892341012',SMS,'357178226207640','404980531580367',-,AIR MU,'9892002395',,,,,,
'9714499703',SMT,Post,'AD-Airtel-S',,-,'29/05/2026',18:20:34,0,19.2953181/72.8591128,404-92-4213-231463272,,---,'919892341012',SMS,'357178226207640','404980531580367',-,AIR MU,'9892002395',,,,,,
'9714499703',SMT,Post,'AD-Airtel-S',,-,'29/05/2026',18:20:37,0,19.2953181/72.8591128,404-92-4213-231463272,,---,'919845060893',SMS,'357178226207640','404980531580367',-,AIR MU,'9892002395',,,,,,
'9714499703',SMT,Post,'AD-Airtel-S',,-,'29/05/2026',18:20:38,0,19.2953181/72.8591128,404-92-4213-231463272,,---,'919845060893',SMS,'357178226207640','404980531580367',-,AIR MU,'9892002395',,,,,,
'9714499703',SMO,Post,'8401382222',3576,AIR-GJ,'29/05/2026',18:22:42,0,19.2953181/72.8591128,404-92-4213-231463170,,---,'919892048351',SMS,'357178226207640','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',SMO,Post,'9946002218',3579,VODA-KE,'29/05/2026',18:23:11,0,19.2953181/72.8591128,404-92-4213-231463171,,---,'919892048351',SMS,'357178226207640','404980531580367',-,AIR MU,'9898081908',,,,,,
'9714499703',SMT,Post,'AD-CANBNK-S',,-,'29/05/2026',21:12:42,0,19.2964363/72.8580467,404-92-4213-154156546,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081890',,,,,,
'9714499703',SMT,Post,'AX-INPOST-S',,-,'30/05/2026',09:20:10,0,19.2953181/72.8591128,404-92-4213-231463381,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081890',,,,,,
'9714499703',IN,Post,'8879987828',4107,VODA-MU,'30/05/2026',10:52:39,35,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8879987828',4107,VODA-MU,'30/05/2026',10:56:05,8,19.2953181/72.8591128,404-92-4213-231463371,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'8879987828',4107,VODA-MU,'30/05/2026',10:57:21,10,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',172.18.47.212,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AG-ARWGOV-S',,-,'30/05/2026',11:12:37,0,19.2953181/72.8591128,404-92-4213-231463171,,---,'919890784018',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081890',,,,,,
'9714499703',SMT,Post,'AG-ARWGOV-S',,-,'30/05/2026',11:12:38,0,19.2953181/72.8591128,404-92-4213-231463171,,---,'919890784018',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081890',,,,,,
'9714499703',IN,Post,'9724462602',2728,AIR-GJ,'30/05/2026',11:30:36,27,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',10.75.175.36,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'30/05/2026',11:31:46,20,19.2953181/72.8591128,404-92-4213-231463371,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'8264180002',4106,VODA-GJ,'30/05/2026',11:36:38,4,19.2953181/72.8591128,404-92-4213-231463371,19.2953181/72.8591128,404-92-4213-231463221,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'8879987828',4107,VODA-MU,'30/05/2026',11:46:24,23,19.2953181/72.8591128,404-92-4213-231463191,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',10.5.50.180,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'7861987040',2728,AIR-GJ,'30/05/2026',11:55:55,23,19.2953181/72.8591128,404-92-4213-231463381,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AX-INPOST-S',,-,'30/05/2026',12:12:53,0,19.2953181/72.8591128,404-92-4213-231463371,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081890',,,,,,
'9714499703',IN,Post,'08037848709',,-,'30/05/2026',12:52:45,6,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',172.18.45.164,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'30/05/2026',14:24:44,57,19.2953181/72.8591128,404-92-4213-231463381,19.2953181/72.8591128,404-92-4213-231463221,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8264180002',4106,VODA-GJ,'30/05/2026',16:46:40,32,19.2953181/72.8591128,404-92-4213-231463371,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'30/05/2026',16:51:57,388,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8469010456',2728,AIR-GJ,'30/05/2026',17:43:21,45,19.2953181/72.8591128,404-92-4213-231463171,19.2950848/72.8570577,404-92-4213-230453762,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'6355954801',3088,RJIL-GJ,'30/05/2026',17:56:29,94,19.2953181/72.8591128,404-92-4213-231463191,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8200235910',3088,RJIL-GJ,'30/05/2026',18:37:02,77,19.2953181/72.8591128,404-92-4213-231463221,19.2953181/72.8591128,404-92-4213-231463221,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',10.5.50.180,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8879987828',4107,VODA-MU,'30/05/2026',18:47:56,26,19.2953181/72.8591128,404-92-4213-231463221,19.2953181/72.8591128,404-92-4213-231463221,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',172.18.47.212,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'7202893740',3067,IDEA-GJ,'30/05/2026',18:54:02,29,19.2953181/72.8591128,404-92-4213-231463171,19.2953181/72.8591128,404-92-4213-231463191,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'VM-DCBBNK-S',,-,'30/05/2026',19:21:00,0,19.2953181/72.8591128,404-92-4213-231463381,,---,'919820405114',SMS,'866588055801530','404980531580367',-,AIR MU,'9898081890',,,,,,
'9714499703',OUT,Post,'9173909990',3576,AIR-GJ,'30/05/2026',20:22:08,171,19.2953181/72.8591128,404-92-4213-231463381,19.2953181/72.8591128,404-92-4213-231463171,'-',Voice,'866588055801530','404980531580367',-,AIR MU,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
